sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10,sim_11,sim_12,sim_13,sim_14,sim_15,sim_16,sim_17,sim_18,sim_19,sim_20,sim_21,sim_22,sim_23,sim_24,sim_25,sim_26,sim_27,sim_28,sim_29,sim_30,sim_31,sim_32,sim_33,sim_34,sim_35,sim_36,sim_37,sim_38,sim_39,sim_40,sim_41,sim_42,sim_43,sim_44,sim_45,sim_46,sim_47,sim_48,sim_49,sim_50,sim_51,sim_52,sim_53,sim_54,sim_55,sim_56,sim_57,sim_58,sim_59,sim_60,sim_61,sim_62,sim_63,sim_64,sim_65,sim_66,sim_67,sim_68,sim_69,sim_70,sim_71,sim_72,sim_73,sim_74,sim_75,sim_76,sim_77,sim_78,sim_79,sim_80,sim_81,sim_82,sim_83,sim_84,sim_85,sim_86,sim_87,sim_88,sim_89,sim_90,sim_91,sim_92,sim_93,sim_94,sim_95,sim_96,sim_97,sim_98,sim_99,sim_100,Date,Commune
58.990932,58.007618,59.5758,61.675404,60.062122,59.1586,60.916378,58.462997,61.631126,61.318737,61.78252,59.098152,60.065044,59.554783,60.02096,61.001076,61.689335,60.6303,59.731052,61.409748,59.68515,59.816525,59.158897,62.03871,59.401196,60.998,59.663723,60.622047,59.478348,60.59577,58.000256,60.8286,63.026516,60.35568,58.951748,58.855335,58.768864,60.862907,61.954437,62.08555,59.124084,59.701504,58.049103,59.192177,60.713673,61.13222,62.613113,60.800426,60.51913,61.12054,59.84571,58.674294,60.068275,59.790497,58.86041,60.032936,59.32449,60.03711,58.28493,59.606377,61.079628,61.57637,59.969746,58.51327,61.174362,61.211636,60.31584,61.21746,62.461597,59.596733,60.29753,60.398857,61.802723,59.565136,59.86489,59.88467,60.443558,59.993736,60.18436,61.467518,62.50063,58.890312,60.91426,60.719517,62.011677,58.667145,62.164383,58.907436,58.7185,61.332043,60.80468,59.833496,61.706707,59.35048,62.31497,61.62933,60.732178,59.756344,60.05227,59.820984,2020-06-02,La Florida
59.723583,62.14821,60.438606,60.472828,59.932674,58.354034,59.024967,59.449966,61.327473,60.75853,57.92847,59.002228,59.8398,59.767014,57.726597,61.289257,61.094284,61.766483,59.835434,59.16714,60.426147,60.417416,60.680237,60.12932,60.844994,63.260746,60.831005,61.15078,62.101635,59.254906,60.186455,60.37734,61.10012,61.459026,59.65786,60.441498,57.000744,56.62381,60.66222,60.154858,61.252922,62.626404,59.90445,59.916805,60.234016,60.165516,61.705032,61.09794,60.085594,59.586132,57.4796,59.39655,60.21851,62.35003,58.9056,59.872967,60.70628,60.109283,60.982838,59.66476,60.146233,58.288586,59.358032,62.048733,60.666477,58.75668,60.55765,62.756332,57.296562,59.44518,58.448826,60.3225,61.37379,60.56599,59.006126,59.592327,61.40828,59.429966,61.377937,58.96283,61.023594,60.568966,57.037556,59.74984,59.571877,58.695175,60.580795,59.96556,61.4246,58.533195,60.90764,60.356503,59.92646,59.362774,59.398228,59.374287,61.713898,59.302307,60.103542,60.758507,2020-06-03,La Florida
60.98781,60.303944,61.664192,60.217464,60.855537,61.325043,60.45338,59.454365,60.246414,60.447666,61.55647,59.890537,60.26733,61.314877,61.205254,60.17775,62.31333,59.434586,61.71173,59.66482,59.84726,59.70755,61.853096,59.137966,61.48582,59.370262,60.721893,59.37191,62.620808,60.50262,63.350975,58.85183,61.819286,61.559296,62.25503,59.2224,60.33255,59.154503,60.444687,60.333214,58.883476,58.93235,61.517124,58.972927,60.35866,59.447834,61.095375,62.52801,61.482822,60.277737,60.033035,59.27336,59.29434,59.466137,59.16508,61.345222,60.149323,60.549908,61.339287,60.239716,60.291832,57.88156,60.329945,61.048904,59.46726,61.143,60.29546,60.41707,59.770298,59.934177,59.393284,58.977776,60.33985,60.404037,59.934483,59.65,60.40103,60.568123,59.906487,59.83894,59.9207,60.345665,62.659695,59.60285,57.968773,59.255245,59.582695,59.71133,60.55244,58.626617,57.672283,61.344368,58.123985,60.3609,60.317303,61.922287,56.60683,61.353695,60.083076,60.23667,2020-06-04,La Florida
60.904747,58.079365,62.311954,60.160774,61.06366,59.65946,59.832264,59.41552,58.1923,62.0427,60.718727,58.49702,60.76657,58.55002,58.755013,59.214508,62.10026,60.907463,62.35881,61.52079,60.201656,58.23047,61.00352,62.032925,57.98229,62.168736,58.920383,60.854687,61.822216,59.556347,59.853405,61.74155,61.72432,61.24723,60.440777,61.905785,59.522747,60.85121,60.198944,60.20549,59.18465,62.67745,59.905743,59.877266,59.589733,57.592667,59.888115,60.119797,59.27954,58.66836,60.584736,59.9018,59.946373,62.013706,61.258923,60.523552,60.66293,62.01941,60.29709,58.08285,63.246517,59.53488,61.619408,60.93369,59.15726,59.26084,62.16597,62.514793,59.857533,59.79166,58.748016,61.915573,60.6212,59.044224,60.564083,58.426254,57.813267,60.74337,58.982723,58.467888,58.655968,59.50644,60.437695,60.190983,58.34796,61.151157,58.453007,60.630264,61.788662,59.94466,61.0846,59.816402,60.972084,58.634964,61.92692,59.607914,60.678196,60.04295,59.434555,58.368843,2020-06-05,La Florida
59.153366,60.215176,60.005,60.914997,60.114265,58.11567,60.56486,59.8529,60.185215,59.169533,60.180515,59.960705,61.624203,59.89567,60.940235,61.740288,60.283516,62.80911,61.564987,59.674656,60.24007,60.834602,62.18743,60.055836,60.53577,60.709263,59.486084,60.469585,60.80707,59.689743,60.009506,61.274242,58.123783,59.90255,60.146336,61.08174,59.15383,59.89395,60.30935,61.001102,60.317562,61.448513,58.068935,59.093403,61.539734,59.41821,58.967106,57.08218,59.88602,60.945114,60.924164,59.325535,61.81301,58.9854,59.23446,59.988884,59.426643,60.925224,61.135098,60.048523,60.125935,59.575325,60.082985,60.39296,58.666126,61.42338,57.60043,59.772915,60.285503,60.630913,61.52044,59.18993,60.786453,58.41377,59.409237,60.701477,60.343697,58.755432,60.49347,60.976757,56.705624,61.6931,59.87589,62.56964,58.61425,61.144344,59.867134,59.94552,60.38236,60.97343,59.992306,59.852158,58.3314,59.49138,57.9324,59.512352,59.719467,59.732933,61.615612,61.618996,2020-06-06,La Florida
61.267605,62.681,58.953125,61.73449,60.206192,59.414818,61.37497,60.74499,61.5471,60.03876,58.462357,60.0713,60.34811,60.176933,60.6204,59.03051,58.20799,58.882313,60.65819,60.193546,60.904877,59.918056,59.089462,61.31911,60.34667,59.76252,61.048912,59.92229,61.353985,58.897068,61.15406,58.60105,57.85569,58.900234,60.65187,60.33252,61.092358,58.756966,60.624146,59.434906,59.104206,60.06235,59.54007,61.625347,59.877007,59.21873,59.708294,60.730297,60.28553,61.202736,56.922417,59.837154,60.495934,61.926533,61.71951,61.310047,60.485462,62.439213,57.159885,61.1218,59.01786,58.934258,59.311153,59.466305,58.134064,59.718388,60.11453,61.191364,62.55143,59.963505,59.60772,61.09767,57.635452,57.576965,59.971146,60.42347,60.761196,58.993614,61.182137,59.820156,59.124786,57.93919,59.964478,60.364307,59.153343,61.894527,59.148827,59.314194,58.983845,60.385,60.374264,60.395103,62.219986,59.968903,60.669754,59.36716,61.262066,58.913464,61.85062,59.25039,2020-06-07,La Florida
58.879757,60.73791,61.221848,60.941338,58.341225,61.090347,57.247787,59.184013,62.459515,58.700684,62.150734,59.59511,59.462772,59.359634,58.58679,58.692947,60.17987,61.760063,60.310684,60.04984,60.39567,58.74047,57.431084,61.100117,59.447212,61.476044,60.341816,60.577553,61.991783,60.976524,59.66951,60.49888,61.23782,61.002186,57.53818,58.200718,59.269855,61.626606,59.241558,59.12226,61.45689,61.079716,61.73082,61.018192,62.074154,60.90676,59.47228,60.48386,60.255955,60.78605,58.757214,59.700066,60.142918,60.919415,62.210396,60.65395,60.749023,59.737164,60.81209,60.63983,62.445095,59.83681,60.416363,58.923077,61.907043,62.491768,61.1418,62.06856,59.025963,58.521614,59.283306,60.83781,60.742687,60.947105,60.38802,59.369568,60.701736,60.95819,60.8703,59.16283,60.06278,60.013447,60.053154,60.215153,61.23087,60.94176,59.94654,61.304066,58.842983,60.47268,59.50331,62.150684,58.921627,60.20901,58.96755,59.731766,60.742096,59.138306,62.48565,60.02791,2020-06-08,La Florida
59.59205,60.6091,59.133717,60.789143,59.17619,60.27218,60.871845,58.267136,59.042587,61.51782,59.621426,61.906418,58.036114,59.53209,59.89199,60.364754,60.361637,59.09167,59.716717,58.866947,60.247734,60.614693,60.34503,61.430416,59.25996,60.122143,61.56881,59.876022,60.428772,60.19132,60.343346,60.64665,61.427937,61.02035,60.147038,60.029186,58.362442,58.816093,58.224636,61.34092,59.45866,60.40042,59.550697,59.599987,61.0193,61.991234,59.946007,58.930725,59.96189,61.856853,58.791622,61.90924,56.308147,62.056267,61.25245,61.09117,60.54522,59.56378,61.733562,57.853077,60.747726,59.74939,61.66258,58.55382,59.537907,59.747402,61.56646,60.236122,61.25037,59.48963,62.064045,60.47792,61.013004,61.08321,60.65708,58.99163,59.985226,60.82949,56.50987,61.198402,60.43488,61.628975,58.857136,61.515102,58.783077,60.074387,62.48701,60.021675,63.1425,59.854755,61.782745,60.54395,58.607075,59.213238,58.77986,60.87387,62.287033,59.883934,62.41338,61.223484,2020-06-09,La Florida
62.20992,61.327858,60.96384,60.61613,61.162067,61.557312,59.875675,61.335247,62.073036,60.87551,61.741074,61.650978,59.45304,60.447308,59.23831,61.137733,62.438145,58.199936,60.569527,58.496838,62.210445,61.82595,60.875423,60.66012,59.946484,59.79891,59.360825,60.59103,62.35079,60.10367,61.489353,59.461613,59.317932,61.526066,59.928703,59.27585,57.40592,59.581493,59.967857,60.792896,59.91307,61.22564,60.59956,60.15694,60.50703,58.6851,61.5375,61.85421,60.514698,60.409138,61.829437,60.53208,60.421276,58.523796,62.79006,59.74753,59.71517,59.235405,59.21693,63.06819,59.499466,61.40103,60.453568,58.507656,57.584393,61.470562,63.52993,59.701935,61.52259,58.032085,60.415833,62.033123,60.97743,60.63141,60.13974,59.092503,61.775955,60.78658,58.76005,60.284286,60.525887,59.742573,59.927036,60.99769,59.055874,58.75768,60.146935,60.932003,59.83354,59.80735,59.238674,61.572693,61.767807,58.49424,60.334213,61.685246,57.288986,59.011097,59.622303,60.898304,2020-06-10,La Florida
57.662537,59.218254,59.809296,61.2838,61.449486,60.098896,58.99816,60.52246,61.654305,59.985306,60.535973,58.77241,61.64282,59.371174,61.476177,60.724472,60.85538,57.541115,59.78433,60.527416,60.303806,61.547886,62.25856,60.18662,61.150387,60.43519,60.38129,57.15879,61.555702,58.134636,59.526344,57.630795,62.548893,60.81385,61.4823,60.674904,60.86476,60.8432,62.70198,60.03769,59.16141,62.651325,62.22015,61.39999,59.03379,60.65745,60.52,60.100044,60.741173,62.196194,60.241974,58.192028,58.348564,61.626236,58.224518,58.13678,59.014652,61.00062,61.930595,62.417213,62.17311,59.94139,63.227005,58.63487,59.19179,60.017895,59.115067,57.968636,57.792747,62.64021,58.994324,61.40254,59.14974,59.247173,58.87111,61.093624,59.54021,59.85548,61.088886,60.693268,58.45037,61.07135,60.309402,60.824474,60.337223,61.448128,59.641346,60.441326,61.28291,61.793377,58.92884,59.271984,59.866146,60.910088,62.96057,58.317123,61.41501,61.14174,59.783173,60.370087,2020-06-11,La Florida
59.100468,58.34626,57.757698,60.10526,60.783558,61.551956,59.90484,59.518913,60.140507,59.395565,61.48344,59.086884,61.024895,60.433628,60.619198,56.85454,59.881306,60.014652,60.910854,60.251324,59.336857,61.752403,59.310555,61.480766,61.598366,58.614292,60.32241,61.227455,60.04403,63.46342,59.523937,59.430782,59.76457,61.351086,61.22307,60.824734,61.022385,59.419357,61.48846,60.00815,61.087837,58.25739,60.298824,61.480343,59.58797,61.58375,62.245705,60.211052,57.356953,58.77304,61.049854,60.95627,60.017605,61.69465,58.31414,60.194695,59.276833,61.89708,59.553783,61.15867,59.551785,61.822704,57.55394,59.7884,60.35304,61.148544,59.014233,60.913322,60.82294,59.41476,60.19504,60.667892,58.88533,59.425552,60.10003,59.888752,63.33591,60.555756,60.009144,59.35416,59.494686,59.04818,58.901573,60.67182,59.198055,60.209503,60.17132,60.2941,59.672424,60.60903,61.75405,61.06124,60.993496,61.575764,58.775898,60.10236,62.187637,61.681374,63.982544,62.346664,2020-06-12,La Florida
60.667923,57.72906,62.073746,60.56094,59.979248,59.581573,59.92632,60.76011,61.48846,59.897312,60.813744,58.279533,60.693436,59.81079,61.693314,60.83758,60.765522,60.194706,59.309067,59.51461,61.49587,60.392483,60.758545,59.24565,60.840927,61.238163,60.140182,59.555634,56.611423,59.423485,62.107327,61.877747,61.578335,59.82437,60.30967,58.604256,59.349422,60.178337,60.284054,60.894627,59.05486,59.882107,61.842426,59.69074,58.989883,59.821754,59.473904,59.859497,60.304096,60.998375,61.45944,61.62437,60.3906,60.04494,58.45355,59.61225,61.274902,59.79289,59.036205,60.120045,59.00847,58.48935,60.46499,57.323864,60.566254,59.968052,60.21987,60.994904,60.69822,62.17242,57.85879,59.74795,59.651733,59.360596,62.85519,60.74857,57.837307,58.121506,59.586926,61.58123,59.343502,59.219536,60.75226,58.101517,59.349163,61.071003,63.821106,58.880154,58.47481,61.446617,59.043995,59.477383,59.85814,61.930614,61.958965,61.867577,60.272106,59.292152,60.363388,60.450687,2020-06-13,La Florida
59.708656,61.695923,62.313305,63.007126,62.152027,61.38745,59.11158,59.485203,60.238354,58.288746,61.06752,60.216045,59.686653,62.923176,60.633404,61.357113,59.024986,58.15503,60.145668,59.960278,59.325054,58.280052,61.41541,62.35501,58.98251,59.612705,61.657448,59.266087,60.540634,57.223106,60.999027,61.72306,60.261703,59.16665,58.29043,60.871597,61.282856,61.071148,60.024803,61.629154,59.75507,61.185387,58.467957,60.53358,60.412525,61.61464,61.72706,61.301216,61.18008,60.113594,60.453594,61.03387,57.04862,60.175285,59.996025,60.03275,61.82922,61.03577,60.410793,59.202217,59.981834,59.97359,60.180294,60.046524,62.13687,58.90071,59.157745,60.006363,61.2001,59.52501,60.07818,61.16884,59.41975,60.26292,59.769028,60.646523,60.106693,59.219658,62.156723,59.865246,61.300293,59.043343,61.25048,60.928276,62.072952,61.094334,59.89628,61.78134,61.756298,59.851246,61.286358,59.94171,59.648727,57.05535,61.330414,59.24524,59.20113,62.257763,62.90211,60.942616,2020-06-14,La Florida
62.440372,57.8871,60.387894,59.87284,59.40374,61.01425,59.335773,56.21069,59.56964,59.05309,58.99713,60.318295,60.382465,58.615017,61.114635,60.351414,61.580753,60.31649,60.43729,60.841793,60.219135,57.820553,63.961735,59.786087,60.815163,61.429474,60.933144,60.316936,60.057175,60.251957,60.616764,60.410393,61.30998,56.714935,61.7239,61.496986,60.870155,58.987637,61.116974,60.05461,57.245457,60.126644,61.873405,59.916893,59.174194,60.234802,60.73103,61.523254,60.66701,61.42614,58.485703,59.7395,61.054794,60.894505,60.313915,58.760124,59.801403,57.372005,59.676704,60.697613,62.573017,59.207214,61.846367,60.626976,58.988914,59.743816,59.717285,60.592274,59.02462,59.257492,57.584408,61.60058,57.972004,61.145653,60.868294,59.07969,60.257828,61.697746,61.545845,60.33116,59.36314,60.32161,62.11457,58.541435,61.130936,62.387817,60.14278,62.637764,60.37146,60.737926,60.727165,60.71154,63.435974,58.491158,61.396866,59.837746,61.051838,61.565243,60.48198,60.190575,2020-06-15,La Florida
61.32927,60.17534,59.45522,61.73866,58.5701,58.341366,59.29278,59.767593,61.246742,60.842434,59.714348,61.213062,59.65095,59.98407,61.11429,61.11433,60.24229,57.565178,60.63633,60.456043,59.935394,60.70282,58.975925,62.641277,60.42861,62.004955,61.196068,62.356598,62.00181,61.173798,61.561783,60.60279,60.922726,59.736324,59.76943,61.55876,58.499214,59.78626,58.54824,62.00361,62.810257,61.454914,60.25297,59.53671,60.44898,61.04629,61.85508,58.682434,59.06496,62.311306,60.071632,59.66751,61.373207,58.97967,56.655357,60.146408,59.835236,60.601284,60.80509,61.46203,60.104977,58.95552,61.437675,61.084965,59.778194,62.455765,59.51034,61.065193,61.680447,61.689636,59.43915,60.70229,59.50677,60.176952,59.63581,61.573067,61.59347,59.28102,61.570255,61.30321,61.057358,60.25847,58.742027,61.2194,61.50259,61.07032,61.491657,57.872345,58.238396,58.71013,62.193993,60.087807,58.829365,60.87797,58.682293,61.407845,61.35298,59.08936,62.044823,58.191833,2020-06-16,La Florida
60.480244,60.78979,61.423798,59.321724,59.27835,59.636753,61.67038,58.359207,59.84675,60.996197,60.717785,60.237152,60.639355,59.623188,61.923603,60.542534,58.992836,61.829224,57.09933,59.827194,59.387253,62.725475,61.037956,60.614834,58.911766,59.340458,61.382687,61.41186,59.94741,61.28632,60.172157,60.8674,61.505947,61.37442,59.543022,61.103592,63.724712,59.958652,60.569675,60.078384,58.922905,61.30585,58.557056,60.896893,60.357735,59.187443,58.421387,59.636036,60.508392,61.97994,59.960762,59.449635,59.69326,59.62109,60.532017,61.003925,58.919624,61.848316,60.218906,59.539295,59.282906,61.778828,61.43977,57.37012,59.36982,59.693134,60.011635,60.7681,58.564617,60.851357,58.65623,60.894722,61.421898,60.585358,60.113323,60.26384,61.06731,62.591206,58.999817,60.03407,62.16164,62.26821,59.503498,60.796658,60.451843,59.84115,60.47184,59.82,60.01025,61.57033,60.259216,60.521896,61.390816,59.870537,60.01575,59.48006,59.862877,59.808746,60.688976,57.94673,2020-06-17,La Florida
62.285034,60.17336,61.00524,60.04669,59.866276,59.272835,59.1609,59.427536,59.44806,59.948517,60.231083,59.74403,60.41603,59.201313,61.03552,63.41158,60.118534,63.02624,61.133488,62.277378,61.823944,64.34795,59.640812,60.82552,61.358097,62.441658,60.672497,60.30819,58.85098,60.83401,59.038578,58.66836,60.275043,58.922676,60.88392,58.876564,56.59093,60.839867,60.112644,61.89603,59.463554,56.913353,59.798347,60.32092,59.667732,59.71214,61.872765,58.47097,59.082085,59.21118,60.63614,60.876347,58.037777,59.851597,59.792774,62.448975,61.481842,59.642982,61.41489,58.41123,59.140354,60.38983,62.159176,57.564903,61.633625,57.85774,61.894287,59.89744,60.518703,60.716614,60.03006,60.791958,59.445198,61.759136,60.382107,61.30372,61.000816,61.83164,61.48494,60.23353,60.913998,60.26036,59.404495,60.429783,58.7123,61.64562,59.976112,60.07163,60.741745,59.885296,58.02101,59.209377,60.18062,60.87785,59.432804,60.38023,61.198475,60.039555,60.687057,59.23834,2020-06-18,La Florida
57.6537,58.744793,61.12688,60.741817,59.5214,59.114956,59.209656,59.09064,59.89827,59.470165,60.02712,61.639492,61.612705,58.8335,60.323093,59.42728,60.768696,59.569458,59.777428,58.49888,58.755604,60.760193,61.7786,59.550056,61.90358,58.445976,59.37432,60.739285,60.79365,61.245956,59.821587,60.886814,59.46616,59.004475,59.44897,60.837883,60.392807,59.000107,61.05355,61.61797,60.09671,60.060463,61.055256,59.133224,60.67599,60.6321,61.604523,60.715538,59.827454,61.80205,61.120945,60.86136,60.65863,58.760303,59.102184,60.502434,58.302273,58.884186,61.290863,62.490154,61.17713,60.79474,60.4126,61.190903,61.304443,61.16067,61.165073,60.26407,59.979267,58.974255,60.145226,59.23856,61.587868,61.008945,59.444332,61.19551,59.143307,60.385315,59.620785,60.207806,59.792595,59.808712,60.033142,60.489048,59.65775,62.382957,61.527874,60.80756,62.267017,60.777832,60.1117,60.94848,59.96129,60.901733,61.36984,59.06267,60.196835,59.792236,62.40082,62.09486,2020-06-19,La Florida
58.98936,60.43115,62.109364,61.297443,61.007656,60.52627,59.72865,59.224922,60.452343,58.20594,57.505295,61.624287,58.937706,60.07059,58.962147,59.889057,59.820255,60.91546,59.99202,59.66549,60.7181,61.476322,60.68972,58.45763,60.330727,62.226753,58.38196,60.584053,58.136715,58.878754,59.753216,60.111835,59.26634,60.381126,61.90506,58.103333,59.537926,60.15952,61.05881,59.103218,60.81915,59.675198,59.94995,60.200356,62.898716,60.089355,59.932163,61.586327,60.89297,59.48508,61.039764,59.80617,61.759624,60.046333,60.475254,60.081306,58.577217,58.634098,57.362488,58.887733,59.75201,60.1201,62.18745,58.982365,59.52042,59.188152,57.69559,60.455666,59.61098,61.09581,60.57315,58.394936,58.082596,60.24403,60.236267,60.08762,58.453445,59.932835,60.76777,58.787556,60.41965,60.8179,58.961544,59.764996,58.45361,61.01345,60.085167,61.1693,59.35932,60.663563,60.830708,59.807804,59.018005,59.17377,60.81714,59.757248,60.3395,61.802227,59.79195,60.817135,2020-06-20,La Florida
60.026234,58.951805,60.21139,60.865963,59.827595,59.93608,61.70571,58.358936,62.188683,60.37189,61.141438,58.336327,58.675785,61.53932,58.622215,58.981537,62.077885,61.498085,58.247837,61.23469,62.941437,60.575996,62.086216,61.48524,59.89599,58.612858,60.606018,61.230614,60.537334,59.9866,61.97785,59.36467,60.742367,62.031097,58.163185,60.390575,61.408768,56.74979,60.397305,58.00063,59.048546,59.896587,58.707924,61.079998,63.715546,57.502857,60.27435,60.355717,58.40507,61.354836,59.387173,58.037373,59.906002,59.148735,60.57686,59.03519,58.252743,59.184418,59.53914,58.01415,58.163975,60.775658,61.664776,59.853806,58.18315,60.207596,59.71036,58.467415,60.673496,58.148205,61.501797,59.534634,60.25295,62.024803,59.239414,61.894707,60.644077,61.746086,60.905445,60.774445,61.76542,60.357166,58.87612,59.999775,60.2644,59.768288,58.54963,61.69681,59.61113,61.49811,57.155964,58.841896,58.68679,59.663902,62.985992,58.37116,60.659275,61.524456,58.73839,59.395855,2020-06-21,La Florida
60.52595,58.161705,60.789783,59.003468,61.109318,60.07935,59.937164,59.478214,58.308136,61.422253,59.83907,60.26034,61.389046,59.84282,61.71289,62.266193,60.451412,62.68422,60.9755,62.575417,60.032867,57.86631,61.01286,61.617985,61.504555,60.32907,62.258877,60.173058,59.13185,61.093956,62.21866,61.74448,62.13193,58.533657,61.685467,60.941936,59.69196,57.382904,58.46826,58.555275,60.45985,58.896664,59.28764,59.976665,61.148354,60.95446,60.351894,58.08402,61.183792,59.270573,59.27704,61.28772,60.521645,60.756355,60.20116,60.683315,61.263954,61.281918,61.04384,60.048676,61.403442,60.782024,59.127754,60.318542,61.96841,62.119812,59.42801,59.818054,60.55522,61.97909,58.882652,60.54959,60.415688,61.07388,59.58699,60.038803,60.065487,60.98335,59.678898,59.74432,61.4737,61.41924,60.662495,60.28102,59.89559,59.921394,61.534008,61.061535,58.672935,60.73541,59.976242,57.92418,57.098404,58.359253,61.453194,62.180676,60.877346,61.29206,58.967407,61.92474,2020-06-22,La Florida
61.604725,59.80522,57.19829,59.893456,58.920883,59.761448,58.771786,59.84755,59.90671,60.145966,62.77242,60.487797,60.48703,59.206024,58.943974,59.600876,62.135258,59.632008,61.19354,60.60641,63.107292,60.169785,61.534683,60.176735,57.946705,59.75777,59.823376,60.69328,60.060528,60.934284,61.924255,59.401455,60.651955,58.63653,60.70064,60.1378,59.396694,61.87188,59.83149,62.15983,61.76361,58.2585,60.525574,60.939373,59.746693,60.71922,60.503452,59.234756,60.479717,57.590935,61.1847,61.36347,59.81752,60.449585,56.789886,60.554913,61.343124,59.508617,60.861897,59.462273,59.93752,61.218433,61.486298,61.25582,59.034424,62.085472,61.930122,58.858746,60.845882,61.137623,59.13929,61.198174,58.87599,61.543724,60.244427,60.78534,62.969574,58.188766,58.47701,59.58447,59.56799,58.554962,57.79847,60.72078,61.221786,59.06613,58.130856,59.645535,59.827095,60.28114,60.99089,61.93047,59.994053,61.396225,59.220493,62.491188,60.98193,59.07801,58.946037,59.53139,2020-06-23,La Florida
59.67855,60.67215,60.733498,60.282066,59.408108,60.665047,61.195652,59.72493,59.59563,57.42994,59.912098,59.714405,60.5059,60.979015,59.40383,61.140347,58.34423,57.855522,59.96074,63.409805,63.909084,60.48529,61.451546,60.011257,59.111916,58.8071,59.422,61.7789,58.550976,58.51327,60.39445,60.545025,62.35198,58.943905,62.61834,62.247032,59.051857,60.851547,62.83144,60.122562,60.886307,61.31687,60.160877,58.711857,60.20782,62.017197,62.24505,58.84952,60.35347,60.11982,59.57879,60.6748,60.349197,59.93073,64.010506,59.744736,59.28938,59.170498,59.39708,59.42332,58.292915,59.727394,61.491528,62.21001,58.81254,61.472847,59.61484,61.77742,58.50022,60.046734,59.654045,59.195137,61.95699,60.026466,61.844147,58.037685,59.636948,58.516113,61.446068,63.42428,58.867348,60.321136,59.29941,59.35667,61.449287,61.309143,59.816494,60.441605,59.576965,59.988686,58.447777,60.270508,59.653072,62.14781,57.444897,60.374672,58.464844,57.051384,63.28594,58.29581,2020-06-24,La Florida
59.84522,63.090576,61.083195,61.642372,60.16862,59.313084,57.81076,58.286022,61.56331,60.902893,60.37677,59.35808,60.37842,60.598263,59.59847,59.59525,60.367226,59.469418,60.732204,61.91715,60.39067,60.49662,61.22156,60.385197,59.905838,58.687935,58.497135,58.166294,59.82392,62.87969,60.068123,59.038857,59.82805,60.795765,59.45844,61.617783,59.823643,59.596306,61.17751,59.277664,58.344013,62.099762,59.950573,58.73271,62.411224,60.42522,61.089634,59.474644,59.312336,59.098442,59.900135,60.98859,57.892094,59.77036,60.958733,59.501274,59.572617,60.562016,60.175022,59.710217,59.32975,61.86341,58.964756,58.72626,59.777973,59.431477,60.259926,60.153755,61.330986,59.976654,59.977226,61.260036,59.457333,57.6582,59.82537,60.72987,59.06355,61.25646,58.438156,59.92801,61.28745,60.041626,59.327316,60.895912,60.336063,58.441593,58.811058,58.267323,59.6876,57.286194,60.57713,61.586617,60.839046,58.550426,60.70707,60.432693,57.969994,62.221146,61.715324,59.555286,2020-06-25,La Florida
34.414062,34.146816,34.18574,33.951103,34.13664,33.95006,33.67803,34.235405,34.075893,34.048378,34.072506,33.628277,33.608177,33.909676,34.150635,34.03529,34.0264,34.049183,34.410954,34.148106,34.29309,34.094482,33.957203,33.98565,33.90186,34.324738,33.71575,34.017185,34.111904,33.556416,34.075367,34.416737,34.50388,34.10172,34.443554,34.23838,34.254498,33.90581,34.220135,34.152668,33.84544,33.845413,34.277622,33.61006,33.99729,34.328186,33.908714,34.281837,34.343014,34.375683,34.084282,33.593643,34.00194,33.830494,34.243427,34.470505,34.10557,34.47498,34.142227,34.191074,34.331112,34.281235,33.914692,34.431847,33.999847,34.032864,33.880283,34.252724,34.19489,34.222054,34.23605,34.202065,34.060028,34.220837,33.88157,34.673862,34.00507,34.22784,34.289818,34.403053,34.19288,34.26379,33.908096,34.079845,34.137775,33.75402,34.355553,33.848564,33.66926,33.628616,34.166107,34.000614,34.03924,34.52188,34.139854,34.79297,34.296898,33.920635,34.04483,34.22222,2020-06-26,La Florida
34.10314,33.494736,34.32896,33.584454,34.29013,33.868744,34.615646,34.357048,33.934578,34.21656,34.46137,33.810913,33.935684,34.369476,34.282513,34.117134,34.273296,33.62354,34.11504,33.956642,34.205246,34.051773,34.206753,33.948853,33.30357,34.336365,33.952362,33.66441,34.653545,34.05436,34.301563,34.099434,34.27961,33.82516,34.022247,33.902737,34.384903,34.25509,34.337063,34.473717,34.159367,34.551235,34.298515,34.484756,34.36579,34.286194,34.013218,34.247185,33.967663,34.27486,34.005005,34.247272,34.59238,34.19933,33.865173,34.76303,34.244564,33.924862,34.16338,34.052372,34.308083,34.395317,33.983517,34.027203,34.32208,34.45219,34.284336,33.654842,33.62363,34.370792,34.132477,34.753742,33.486984,34.24758,34.55704,34.094784,33.670784,34.250927,34.00059,34.37047,34.32083,34.375965,34.048866,34.017548,34.181297,34.32639,34.33608,34.305275,33.901268,33.9107,34.04078,34.547947,34.029995,33.71239,34.024883,33.86326,34.12395,34.0422,34.186417,34.599403,2020-06-27,La Florida
